 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
     SF177         0.000000          0.000000
     SI177         0.000000          0.000000
     PR177         0.000000          0.000000
     EV177         0.000000          0.000000
     DM177  13392000.000000          0.000000
     QJ177 531534496.000000          0.000000
     QM187 544926528.000000          0.000000
     RT177  13392000.000000          0.000000
     DM187  13392000.000000          0.000000
     QJ187 564157440.000000          0.000000
     QM068         0.000000          0.000000
     DM068         0.000000          0.000000
     QJ068   7445952.000000          0.000000
     QM038         0.000000          0.000000
     DM038  13392000.000000          0.000000
     QJ038  13258080.000000          0.000000
     QM128         0.000000          0.000000
     SF128         0.000000          0.000000
     SI128         0.000000          0.000000
     PR128         0.000000          0.000000
     EV128         0.000000          0.000000
     DM128  13392000.000000          0.000000
     QJ128   7847712.000000          0.000000
     QM018         0.000000          0.000000
     DM018   9481536.000000          0.000000
     QJ018   1526688.000000          0.000000
     QM158         0.000000          0.000000
     DM158         0.000000          0.000000
     QJ158  60933600.000000          0.000000
     QM148         0.000000          0.000000
     DM148  13392000.000000          0.000000
     QJ148  23328864.000000          0.000000
     QM088         0.000000          0.000000
     SF088  38267668.000000          0.000000
     SI088         0.000000          0.000000
     PR088         0.000000          0.000000
     EV088    167370.687500          0.000000
     DM088  13392000.000000          0.000000
     QJ088         0.000000          0.000000
     QM078  11436768.000000          0.000000
     RT068   3990816.000000          0.000000
     SF078         0.000000          0.000000
     SI078         0.000000          0.000000
     PR078         0.000000          0.000000
     EV078         0.000000          0.000000
     DM078  13392000.000000          0.000000
     QJ078         0.000000          0.000000
     QM098  13392000.000000          0.000000
     RT088  13392000.000000          0.000000
     DM098  10713600.000000          0.000000
     QJ098   8892288.000000          0.000000
     QM168  84262464.000000          0.000000
     RT158         0.000000          0.000000
     RT148         0.000000          0.000000
     SF168         0.000000          0.000000
     SI168         0.000000          0.000000
     PR168         0.000000          0.000000
     EV168         0.000000          0.000000
     DM168  13392000.000000          0.000000
     QJ168  78530688.000000          0.000000
     QM028   1526688.000000          0.000000
     RT018         0.000000          0.000000
     SF028         0.000000          0.000000
     SI028         0.000000          0.000000
     PR028         0.000000          0.000000
     EV028         0.000000          0.000000
     DM028  13392000.000000          0.000000
     QJ028         0.000000          0.000000
     QM108  15320448.000000          0.000000
     RT098   6428160.000000          0.000000
     SF108         0.000000          0.000000
     SI108         0.000000          0.000000
     PR108         0.000000          0.000000
     EV108         0.000000          0.000000
     DM108  13392000.000000          0.000000
     QJ108  16418592.000000          0.000000
     QM048  26650080.000000          0.000000
     RT038         0.000000          0.000000
     RT028  13392000.000000          0.000000
     SF048         0.000000          0.000000
     SI048         0.000000          0.000000
     PR048         0.000000          0.000000
     EV048         0.000000          0.000000
     DM048  13392000.000000          0.000000
     QJ048  24855552.000000          0.000000
     QM058  38247552.000000          0.000000
     RT048  13392000.000000          0.000000
     SF058         0.000000          0.000000
     SI058         0.000000          0.000000
     PR058         0.000000          0.000000
     EV058         0.000000          0.000000
     DM058  13392000.000000          0.000000
     QJ058  35515584.000000          0.000000
     QM118  92110176.000000          0.000000
     RT078  13392000.000000          0.000000
     RT108  13392000.000000          0.000000
     RT058  13392000.000000          0.000000
     DM118  13392000.000000          0.000000
     QJ118  96797376.000000          0.000000
     QM138 131429088.000000          0.000000
     RT128  13392000.000000          0.000000
     RT118  13392000.000000          0.000000
     DM138  13392000.000000          0.000000
     QJ138 150177888.000000          0.000000
     QM178 255492576.000000          0.000000
     RT168  13392000.000000          0.000000
     RT138  13392000.000000          0.000000
     SF178         0.000000          0.000000
     SI178         0.000000          0.000000
     PR178         0.000000          0.000000
     EV178         0.000000          0.000000
     DM178  13392000.000000          0.000000
     QJ178 264840192.000000          0.000000
     QM188 278232192.000000          0.000000
     RT178  13392000.000000          0.000000
     DM188  13392000.000000          0.000000
     QJ188 290686752.000000          0.000000
     QM069         0.000000          0.000000
     DM069         0.000000          0.000000
     QJ069   5261760.000000          0.000000
     QM039         0.000000          0.000000
     DM039  12960000.000000          0.000000
     QJ039   5313600.000000          0.000000
     QM129         0.000000          0.000000
     SF129         0.000000          0.000000
     SI129         0.000000          0.000000
     PR129         0.000000          0.000000
     EV129         0.000000          0.000000
     DM129  12960000.000000          0.000000
     QJ129    933120.000000          0.000000
     QM019         0.000000          0.000000
     DM019   6583680.000000          0.000000
     QJ019   3654720.000000          0.000000
     QM159         0.000000          0.000000
     DM159  12960000.000000          0.000000
     QJ159  40176000.000000          0.000000
     QM149         0.000000          0.000000
     DM149  12960000.000000          0.000000
     QJ149  18999360.000000          0.000000
     QM089         0.000000          0.000000
     SF089  54607536.000000          0.000000
     SI089  38267668.000000          0.000000
     PR089      2232.000000          0.000000
     EV089    479656.000000          0.000000
     DM089  12960000.000000          0.000000
     QJ089  13405431.000000          0.000000
     QM079  11534400.000000          0.000000
     RT069   6272640.000000          0.000000
     SF079         0.000000          0.000000
     SI079         0.000000          0.000000
     PR079         0.000000          0.000000
     EV079         0.000000          0.000000
     DM079  12960000.000000          0.000000
     QJ079         0.000000          0.000000
     QM099  26365430.000000          0.000000
     RT089  12960000.000000          0.000000
     DM099  10368000.000000          0.000000
     QJ099  21570230.000000          0.000000
     QM169  59175360.000000          0.000000
     RT159         0.000000          0.000000
     RT149         0.000000          0.000000
     SF169         0.000000          0.000000
     SI169         0.000000          0.000000
     PR169         0.000000          0.000000
     EV169         0.000000          0.000000
     DM169  12960000.000000          0.000000
     QJ169  51373440.000000          0.000000
     QM029   3654720.000000          0.000000
     RT019         0.000000          0.000000
     SF029         0.000000          0.000000
     SI029         0.000000          0.000000
     PR029         0.000000          0.000000
     EV029         0.000000          0.000000
     DM029  12960000.000000          0.000000
     QJ029         0.000000          0.000000
     QM109  27791030.000000          0.000000
     RT099   6220800.000000          0.000000
     SF109         0.000000          0.000000
     SI109         0.000000          0.000000
     PR109         0.000000          0.000000
     EV109         0.000000          0.000000
     DM109  12960000.000000          0.000000
     QJ109  30745910.000000          0.000000
     QM049  18273600.000000          0.000000
     RT039         0.000000          0.000000
     RT029  12960000.000000          0.000000
     SF049         0.000000          0.000000
     SI049         0.000000          0.000000
     PR049         0.000000          0.000000
     EV049         0.000000          0.000000
     DM049  12960000.000000          0.000000
     QJ049  13478400.000000          0.000000
     QM059  26438400.000000          0.000000
     RT049  12960000.000000          0.000000
     SF059         0.000000          0.000000
     SI059         0.000000          0.000000
     PR059         0.000000          0.000000
     EV059         0.000000          0.000000
     DM059  12960000.000000          0.000000
     QJ059  21798720.000000          0.000000
     QM119  91424632.000000          0.000000
     RT079  12960000.000000          0.000000
     RT109  12960000.000000          0.000000
     RT059  12960000.000000          0.000000
     DM119  12960000.000000          0.000000
     QJ119  96064312.000000          0.000000
     QM139 122917432.000000          0.000000
     RT129  12960000.000000          0.000000
     RT119  12960000.000000          0.000000
     DM139  12960000.000000          0.000000
     QJ139 130978552.000000          0.000000
     QM179 208271984.000000          0.000000
     RT169  12960000.000000          0.000000
     RT139  12960000.000000          0.000000
     SF179         0.000000          0.000000
     SI179         0.000000          0.000000
     PR179         0.000000          0.000000
     EV179         0.000000          0.000000
     DM179  12960000.000000          0.000000
     QJ179 212367344.000000          0.000000
     QM189 225327344.000000          0.000000
     RT179  12960000.000000          0.000000
     DM189  12960000.000000          0.000000
     QJ189 231755504.000000          0.000000
    QM0610         0.000000          0.000000
    DM0610         0.000000          0.000000
    QJ0610   4017600.000000          0.000000
    QM0310         0.000000          0.000000
    DM0310  13392000.000000          0.000000
